schoolsupplier_id,store_page,raw_name,urn,schoolsupplier_id,school_name,supplier_code
171,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/st-josephs-primary-blantyre/,,,,ST. JOSEPH'S PRIMARY (BLANTYRE),blo
172,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/st-leonards-primary-school/,,,,ST. LEONARDS PRIMARY SCHOOL,blo
173,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/st-louise-primary-east-kilbride/,,,,ST. LOUISE PRIMARY (EAST KILBRIDE),blo
174,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/st-marks-rutherglen-primary-school/,,,,ST. MARK'S RUTHERGLEN PRIMARY SCHOOL,blo
175,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/st-marys-primary-lanark-1/,,,,ST. MARY'S PRIMARY (LANARK),blo
176,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/st-marys-primary-larkhall/,,,,ST. MARY'S PRIMARY (LARKHALL),blo
177,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/st-marys-primary-school-hamilton/,,,,ST. MARY'S PRIMARY SCHOOL (HAMILTON),blo
178,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/st-patricks-primary-strathaven/,,,,ST. PATRICK'S PRIMARY (STRATHAVEN),blo
179,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/st-peters-primary-hamilton/,,,,ST. PETER'S PRIMARY (HAMILTON),blo
180,https://blossomsschoolwear.com/primaryschooluniform/southlanarkshireschools/stvincentsprimaryschoolek/,,,,ST. VINCENTS PRIMARY SCHOOL (EK),blo
181,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/stonehouse-primary-school/,,,,STONEHOUSE PRIMARY SCHOOL,blo
182,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/tinto-primary-symington/,,,,TINTO PRIMARY (SYMINGTON),blo
183,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/townhill-primary-school/,,,,TOWNHILL PRIMARY SCHOOL,blo
184,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/udston-primary-school/,,,,UDSTON PRIMARY SCHOOL,blo
185,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/underbank-primary-school/,,,,UNDERBANK PRIMARY SCHOOL,blo
186,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/west-coats-primary-school/,,,,WEST COATS PRIMARY SCHOOL,blo
187,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/west-mains-primary-school/,,,,WEST MAINS PRIMARY SCHOOL,blo
188,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/wester-overton-primary-school/,,,,WESTER OVERTON PRIMARY SCHOOL,blo
189,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/wiston-primary-school/,,,,WISTON PRIMARY SCHOOL,blo
190,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/woodhead-primary-school/,,,,WOODHEAD PRIMARY SCHOOL,blo
191,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/woodpark-primary-school/,,,,WOODPARK PRIMARY SCHOOL,blo
192,https://blossomsschoolwear.com/primary-school-uniform/south-lanarkshire-schools/woodside-primary-school/,,,,WOODSIDE PRIMARY SCHOOL,blo
193,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/anderston-primary-school/,,,,ANDERSTON PRIMARY SCHOOL,blo
194,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/ashpark-primary-school/,,,,ASHPARK PRIMARY SCHOOL,blo
195,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/aultmore-park-primary-school/,,,,AULTMORE PARK PRIMARY SCHOOL,blo
196,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/avenue-end-primary-school/,,,,AVENUE END PRIMARY SCHOOL,blo
197,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/balornock-primary-school/,,,,BALORNOCK PRIMARY SCHOOL,blo
198,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/battlefield-primary-school/,,,,BATTLEFIELD PRIMARY SCHOOL,blo
199,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/blackfriars-primary-school/,,,,BLACKFRIARS PRIMARY SCHOOL,blo
200,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/cardonald-primary-school/,,,,CARDONALD PRIMARY SCHOOL,blo
201,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/carmunnock-primary-school/,,,,CARMUNNOCK PRIMARY SCHOOL,blo
202,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/carntyne-primary-school/,,,,CARNTYNE PRIMARY SCHOOL,blo
203,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/castleton-primary-school/,,,,CASTLETON PRIMARY SCHOOL,blo
204,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/cleeves-primary-school/,,,,CLEEVES PRIMARY SCHOOL,blo
205,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/craigton-primary-school/,,,,CRAIGTON PRIMARY SCHOOL,blo
206,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/cranhill-primary-school/,,,,CRANHILL PRIMARY SCHOOL,blo
207,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/croftfoot-primary-school/,,,,CROFTFOOT PRIMARY SCHOOL,blo
208,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/crookston-castle-primary-school/,,,,CROOKSTON CASTLE PRIMARY SCHOOL,blo
209,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/dalmarnock-primary-school/,,,,DALMARNOCK PRIMARY SCHOOL,blo
210,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/darnley-primary-school/,,,,DARNLEY PRIMARY SCHOOL,blo
211,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/eastbank-primary-school/,,,,EASTBANK PRIMARY SCHOOL,blo
212,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/glendale-primary-school/,,,,GLENDALE PRIMARY SCHOOL,blo
213,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/gowanbank-primary-school/,,,,GOWANBANK PRIMARY SCHOOL,blo
214,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/hillhead-primary-school/,,,,HILLHEAD PRIMARY SCHOOL,blo
215,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/holy-cross-primary-school/,,,,HOLY CROSS PRIMARY SCHOOL,blo
216,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/kings-park-primary-school/,,,,KINGS PARK PRIMARY SCHOOL,blo
217,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/langside-primary-school/,,,,LANGSIDE PRIMARY SCHOOL,blo
218,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/merrylee-primary-school/,,,,MERRYLEE PRIMARY SCHOOL,blo
219,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/our-lady-of-peace-rc-primary/,,,,OUR LADY OF PEACE RC PRIMARY,blo
220,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/our-lady-of-annunciation-primary-school/,,,,OUR LADY OF THE ANNUNCIATION PRIMARY SCHOOL,blo
221,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/pirie-park-primary-school/,,,,PIRIE PARK PRIMARY SCHOOL,blo
222,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/st-marnocks-primary-school-1/,,,,ST MARNOCK'S PRIMARY SCHOOL,blo
223,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/st-rose-of-lima-primary-school/,,,,ST ROSE OF LIMA PRIMARY SCHOOL,blo
224,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/st.-angelas-primary-school-/,,,,ST. ANGELA'S PRIMARY SCHOOL,blo
225,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/st-bernards-primary-school/,,,,ST. BERNARD'S PRIMARY SCHOOL,blo
226,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/st.-brides-primary-school/,,,,ST. BRIDE'S PRIMARY SCHOOL,blo
227,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/st-fillans-cathcart/,,,,ST. FILLAN'S CATHCART PRIMARY SCHOOL,blo
228,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/st-maria-goretti-primary-school-1/,,,,ST. MARIA GORETTI PRIMARY SCHOOL,blo
229,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/st-mirins-primary-school/,,,,ST. MIRIN'S PRIMARY SCHOOL,blo
230,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/st-vincents-primary/,,,,ST. VINCENTS PRIMARY,blo
231,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/sunnyside-primary-school/,,,,SUNNYSIDE PRIMARY SCHOOL,blo
232,https://blossomsschoolwear.com/primary-school-uniform/glasgow-schools/tinto-primary-school/,,,,TINTO PRIMARY SCHOOL,blo
233,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/castlemilk-high/,,,,CASTLEMILK HIGH,blo
234,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/eastbank-academy/,,,,EASTBANK ACADEMY,blo
235,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/govan-high-school/,,,,GOVAN HIGH SCHOOL,blo
236,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/hillhead-high-school/,,,,HILLHEAD HIGH SCHOOL,blo
237,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/hillpark-secondary-school-1/,,,,HILLPARK SECONDARY SCHOOL,blo
238,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/holyrood-secondary-school/,,,,HOLYROOD SECONDARY SCHOOL,blo
239,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/john-paul-academy/,,,,JOHN PAUL ACADEMY,blo
240,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/kings-park-secondary-school/,,,,KINGS PARK SECONDARY SCHOOL,blo
241,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/lourdes-secondary-school/,,,,LOURDES SECONDARY SCHOOL,blo
242,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/ross-hall-academy/,,,,ROSS HALL ACADEMY,blo
243,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/shawlands-academy/,,,,SHAWLANDS ACADEMY,blo
244,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/st-andrews-rc-secondary-school/,,,,ST ANDREWS RC SECONDARY SCHOOL,blo
245,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/st-margaret-marys-secondary-school/,,,,ST MARGARET MARY'S SECONDARY SCHOOL,blo
246,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/st-pauls-high-school-pollok/,,,,ST PAULS HIGH SCHOOL (POLLOK),blo
247,https://blossomsschoolwear.com/secondary-school-uniform/north-lanarkshire-high-schools/cardinal-newman-high-school/,,,,CARDINAL NEWMAN HIGH SCHOOL,blo
248,https://blossomsschoolwear.com/secondary-school-uniform/north-lanarkshire-high-schools/clyde-valley-high-school/,,,,CLYDE VALLEY HIGH SCHOOL,blo
249,https://blossomsschoolwear.com/secondary-school-uniform/east-renfrewshire-high-schools/barrhead-high-school/,,,,BARRHEAD HIGH SCHOOL,blo
250,https://blossomsschoolwear.com/secondary-school-uniform/east-renfrewshire-high-schools/eastwood-high-school/,,,,EASTWOOD HIGH SCHOOL,blo
251,https://blossomsschoolwear.com/secondary-school-uniform/east-renfrewshire-high-schools/mearns-castle-high-school/,,,,MEARNS CASTLE HIGH SCHOOL,blo
252,https://blossomsschoolwear.com/secondary-school-uniform/east-renfrewshire-high-schools/st-ninians-high-school/,,,,ST. NINIAN'S HIGH SCHOOL,blo
253,https://blossomsschoolwear.com/secondary-school-uniform/east-renfrewshire-high-schools/st-lukes-high-school/,,,,ST.LUKE'S HIGH SCHOOL,blo
254,https://blossomsschoolwear.com/secondary-school-uniform/east-renfrewshire-high-schools/williamwood-high-school/,,,,WILLIAMWOOD HIGH SCHOOL,blo
255,https://blossomsschoolwear.com/secondary-school-uniform/east-renfrewshire-high-schools/woodfarm-high-school/,,,,WOODFARM HIGH SCHOOL,blo
256,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/calderside-academy/,,,,CALDERSIDE ACADEMY,blo
257,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/carluke-high-school/,,,,CARLUKE HIGH SCHOOL,blo
258,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/cathkin-high-school/,,,,CATHKIN HIGH SCHOOL,blo
259,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/duncanrig-high-school/,,,,DUNCANRIG HIGH SCHOOL,blo
260,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/hamilton-grammar-school/,,,,HAMILTON GRAMMAR SCHOOL,blo
261,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/rutherglen-high/,,,,RUTHERGLEN HIGH,blo
262,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/sanderson-high-school/,,,,SANDERSON HIGH SCHOOL,blo
263,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/st-andrews-and-st-brides-secondary/,,,,ST. ANDREW'S AND ST. BRIDE'S SECONDARY,blo
264,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/strathaven-academy/,,,,STRATHAVEN ACADEMY,blo
265,https://blossomsschoolwear.com/secondary-school-uniform/south-lanarkshire-high-schools/trinity-high-school-rutherglen/,,,,TRINITY HIGH SCHOOL (RUTHERGLEN),blo
266,https://blossomsschoolwear.com/secondary-school-uniform/glasgow-high-schools/stonelaw/,,,,STONELAW HIGH SCHOOL,blo
267,https://blossomsschoolwear.com/calderglen-high-school/,,,,CALDERGLEN HIGH SCHOOL,blo
0,https://schoolwearmadeeasy.com/collections/abbey-primary,,,,Abbey Primary,sch
1,https://schoolwearmadeeasy.com/collections/aberchirder-primary-school,,,,Aberchirder Primary,sch
2,https://schoolwearmadeeasy.com/collections/abronhill-primary-school,,,,Abronhill Primary,sch
3,https://schoolwearmadeeasy.com/collections/aldourie-primary-school,,,,Aldourie Primary,sch
4,https://schoolwearmadeeasy.com/collections/alexander-peden-primary-school,,,,Alexander Peden Primary,sch
5,https://schoolwearmadeeasy.com/collections/alloway-primary,,,,Alloway Primary,sch
6,https://schoolwearmadeeasy.com/collections/alvie-primary,,,,Alvie Primary,sch
7,https://schoolwearmadeeasy.com/collections/annick-primary,,,,Annick Primary,sch
8,https://schoolwearmadeeasy.com/collections/antonine-primary,,,,Antonine Primary,sch
9,https://schoolwearmadeeasy.com/collections/arbirlot-primary,,,,Arbirlot Primary,sch
10,https://schoolwearmadeeasy.com/collections/ardeer-primary,,,,Ardeer Primary,sch
11,https://schoolwearmadeeasy.com/collections/ardersier-primary,,,,Ardersier Primary,sch
12,https://schoolwearmadeeasy.com/collections/ardross-primary,,,,Ardross Primary,sch
13,https://schoolwearmadeeasy.com/collections/arduthie-primary,,,,Arduthie Primary,sch
14,https://schoolwearmadeeasy.com/collections/arkleston-primary,,,,Arkleston Primary,sch
15,https://schoolwearmadeeasy.com/collections/arrochar-primary,,,,Arrochar Primary,sch
16,https://schoolwearmadeeasy.com/collections/ashpark-primary,,,,Ashpark Primary,sch
17,https://schoolwearmadeeasy.com/collections/auchenlodment-primary,,,,Auchenlodment Primary,sch
18,https://schoolwearmadeeasy.com/collections/auchtertyre-primary,,,,Auchtertyre Primary,sch
19,https://schoolwearmadeeasy.com/collections/auldearn-primary,,,,Auldearn Primary,sch
20,https://schoolwearmadeeasy.com/collections/aviemore-primary,,,,Aviemore Primary,sch
21,https://schoolwearmadeeasy.com/collections/avoch-primary,,,,Avoch Primary,sch
22,https://schoolwearmadeeasy.com/collections/baldernock-primary,,,,Baldernock Primary,sch
23,https://schoolwearmadeeasy.com/collections/baljaffray-primary,,,,Baljaffray Primary,sch
24,https://schoolwearmadeeasy.com/collections/ballater-primary,,,,Ballater Primary,sch
25,https://schoolwearmadeeasy.com/collections/balloch-primary,,,,Balloch Primary,sch
26,https://schoolwearmadeeasy.com/collections/balnain-primary,,,,Balnain Primary,sch
27,https://schoolwearmadeeasy.com/collections/banchory-devenick-primary,,,,Banchory Devenick Primary,sch
28,https://schoolwearmadeeasy.com/collections/banchory-primary,,,,Banchory Primary,sch
29,https://schoolwearmadeeasy.com/collections/bankhead-primary,,,,Bankhead Primary,sch
30,https://schoolwearmadeeasy.com/collections/bankhead-primary-knightswood,,,,Bankhead Primary Knightswood,sch
31,https://schoolwearmadeeasy.com/collections/bargarran-primary,,,,Bargarran Primary,sch
32,https://schoolwearmadeeasy.com/collections/barrassie-primary,,,,Barrassie Primary,sch
33,https://schoolwearmadeeasy.com/collections/barsail-primary,,,,Barsail Primary,sch
34,https://schoolwearmadeeasy.com/collections/barthol-chapel-primary,,,,Barthol Chapel Primary,sch
35,https://schoolwearmadeeasy.com/collections/bearsden-primary,,,,Bearsden Primary,sch
36,https://schoolwearmadeeasy.com/collections/beauly-primary,,,,Beauly Primary,sch
37,https://schoolwearmadeeasy.com/collections/beckford-primary,,,,Beckford Primary,sch
38,https://schoolwearmadeeasy.com/collections/beith-primary,,,,Beith Primary,sch
39,https://schoolwearmadeeasy.com/collections/bellater-primary,,,,Bellater Primary,sch
40,https://schoolwearmadeeasy.com/collections/bellsbank-primary,,,,Bellsbank Primary,sch
41,https://schoolwearmadeeasy.com/collections/ben-wyvis-primary,,,,Ben Wyvis Primary,sch
42,https://schoolwearmadeeasy.com/collections/bervie-primary,,,,Bervie Primary,sch
43,https://schoolwearmadeeasy.com/collections/bishop-edens-primary,,,,Bishop Eden's Primary,sch
44,https://schoolwearmadeeasy.com/collections/bishopton-primary,,,,Bishopton Primary,sch
45,https://schoolwearmadeeasy.com/collections/blackfriars-primary,,,,Blackfriars Primary,sch
46,https://schoolwearmadeeasy.com/collections/blacklands-primary,,,,Blacklands Primary,sch
47,https://schoolwearmadeeasy.com/collections/blairdardie-primary,,,,Blairdardie Primary,sch
48,https://schoolwearmadeeasy.com/collections/bonhill-primary,,,,Bonhill Primary,sch
49,https://schoolwearmadeeasy.com/collections/borrowfield-primary,,,,Borrowfield Primary,sch
50,https://schoolwearmadeeasy.com/collections/brediland-primary,,,,Brediland Primary,sch
51,https://schoolwearmadeeasy.com/collections/bridge-of-weir-primary,,,,Bridge of Weir Primary,sch
52,https://schoolwearmadeeasy.com/collections/bridgend-primary,,,,Bridgend Primary,sch
53,https://schoolwearmadeeasy.com/collections/bridgeton-family-learning-centre,,,,Bridgeton Family Learning Centre,sch
54,https://schoolwearmadeeasy.com/collections/brimmond-school,,,,Brimmond School,sch
55,https://schoolwearmadeeasy.com/collections/broadford-primary,,,,Broadford Primary,sch
56,https://schoolwearmadeeasy.com/collections/brodick-primary,,,,Brodick Primary,sch
57,https://schoolwearmadeeasy.com/collections/broomhill-primary,,,,Broomhill Primary,sch
58,https://schoolwearmadeeasy.com/collections/bunsgoil-ghaidhlig-ghlaschu,,,,Bunsgoil Ghaidhlig Ghlaschu,sch
59,https://schoolwearmadeeasy.com/collections/bun-sgoil-ghaidhlig-inbhir-nis,,,,Bun-Sgoil Ghaidhlig Inbhir Nis,sch
60,https://schoolwearmadeeasy.com/collections/burgh-primary,,,,Burgh Primary,sch
61,https://schoolwearmadeeasy.com/collections/bushes-primary,,,,Bushes Primary,sch
62,https://schoolwearmadeeasy.com/collections/cadder-primary,,,,Cadder Primary,sch
